Iteration,CurrentMin,CurrentMax,HistoricalMin,HistoricalMax,MeanFitness,StandardDev,P0,P25,P50,P75,P100,StepGradient(u/iter),TimeGradient(u/s),ElapsedTime(s)
494,0.0000,503.0000,0.0000,605.0000,205.6000,129.4376,0.0000,101.7500,203.0000,303.0000,503.0000,-15.1000,-Infinity,0.0000
495,0.0000,502.0000,0.0000,605.0000,210.6900,133.4089,0.0000,101.0000,204.5000,303.2500,502.0000,-5.0900,-508389.9321,0.0010
496,0.0000,405.0000,0.0000,605.0000,200.7000,129.2649,0.0000,102.0000,203.0000,304.0000,405.0000,9.9900,1000100.1101,0.0010
497,0.0000,406.0000,0.0000,605.0000,202.7900,123.4874,0.0000,102.0000,204.0000,303.0000,406.0000,-2.0900,-208541.2093,0.0010
498,0.0000,502.0000,0.0000,605.0000,188.7600,121.8122,0.0000,102.0000,203.0000,303.0000,502.0000,14.0300,1397828.0363,0.0010
499,0.0000,502.0000,0.0000,605.0000,209.8700,122.9552,0.0000,103.0000,204.0000,304.0000,502.0000,-21.1100,-Infinity,0.0000
500,0.0000,502.0000,0.0000,605.0000,207.8100,121.1114,0.0000,105.0000,204.0000,303.0000,502.0000,2.0600,206309.4642,0.0010
501,0.0000,405.0000,0.0000,605.0000,198.5400,124.0693,0.0000,103.0000,204.0000,303.0000,405.0000,9.2700,929696.1187,0.0010
502,0.0000,502.0000,0.0000,605.0000,195.5200,132.7060,0.0000,102.0000,203.0000,303.0000,502.0000,3.0200,Infinity,0.0000
503,0.0000,504.0000,0.0000,605.0000,204.4800,143.7384,0.0000,101.0000,204.0000,304.0000,504.0000,-8.9600,-890390.5396,0.0010
504,0.0000,503.0000,0.0000,605.0000,213.3400,129.5744,0.0000,103.5000,204.0000,303.0000,503.0000,-8.8600,-886886.8869,0.0010
505,0.0000,504.0000,0.0000,605.0000,211.6400,138.1010,0.0000,102.0000,204.0000,304.0000,504.0000,1.7000,169881.0832,0.0010
506,0.0000,504.0000,0.0000,605.0000,208.6200,128.7116,0.0000,103.0000,203.0000,303.0000,504.0000,3.0200,Infinity,0.0000
507,0.0000,405.0000,0.0000,605.0000,188.7000,116.5506,0.0000,102.7500,203.0000,302.0000,405.0000,19.9200,1994792.7098,0.0010
508,0.0000,405.0000,0.0000,605.0000,180.5900,116.1576,0.0000,103.0000,202.5000,302.0000,405.0000,8.1100,809947.0688,0.0010
509,0.0000,501.0000,0.0000,605.0000,189.6200,127.7568,0.0000,103.0000,203.0000,302.0000,501.0000,-9.0300,-Infinity,0.0000
510,0.0000,505.0000,0.0000,605.0000,187.4700,122.6919,0.0000,102.0000,203.0000,302.0000,505.0000,2.1500,214828.1375,0.0010
511,0.0000,405.0000,0.0000,605.0000,194.6100,124.6850,0.0000,103.0000,203.0000,303.0000,405.0000,-7.1400,-714643.1789,0.0010
512,0.0000,405.0000,0.0000,605.0000,191.2600,124.9939,0.0000,101.0000,203.0000,302.2500,405.0000,3.3500,Infinity,0.0000
513,0.0000,405.0000,0.0000,605.0000,206.4500,124.0851,0.0000,103.0000,204.0000,303.0000,405.0000,-15.1900,-1519151.9152,0.0010
514,0.0000,501.0000,0.0000,605.0000,205.6200,126.7663,0.0000,103.0000,203.0000,303.0000,501.0000,0.8300,82743.4952,0.0010
515,0.0000,405.0000,0.0000,605.0000,219.9200,114.9887,0.0000,177.2500,205.0000,304.0000,405.0000,-14.3000,-Infinity,0.0000
516,0.0000,406.0000,0.0000,605.0000,204.5800,122.5574,0.0000,103.0000,203.0000,303.0000,406.0000,15.3400,1538924.5586,0.0010
517,0.0000,405.0000,0.0000,605.0000,209.4200,129.1577,0.0000,102.7500,204.0000,304.0000,405.0000,-4.8400,-Infinity,0.0000
518,0.0000,502.0000,0.0000,605.0000,200.5200,126.6210,0.0000,102.0000,203.0000,303.0000,502.0000,8.9000,444844.3045,0.0020
519,0.0000,504.0000,0.0000,605.0000,205.8000,126.3623,0.0000,103.0000,203.0000,303.2500,504.0000,-5.2800,-Infinity,0.0000
520,0.0000,506.0000,0.0000,605.0000,226.7300,137.6290,0.0000,102.7500,302.0000,304.0000,506.0000,-20.9300,-2094256.5539,0.0010
521,0.0000,505.0000,0.0000,605.0000,205.5200,133.3134,0.0000,102.0000,203.5000,303.0000,505.0000,21.2100,2119304.5564,0.0010
522,0.0000,405.0000,0.0000,605.0000,177.4900,121.5582,0.0000,101.0000,203.0000,303.0000,405.0000,28.0300,Infinity,0.0000
523,0.0000,404.0000,0.0000,605.0000,182.4100,117.6825,0.0000,101.0000,203.0000,302.0000,404.0000,-4.9200,-492098.4197,0.0010
524,0.0000,405.0000,0.0000,605.0000,192.5900,122.1576,0.0000,102.0000,203.0000,303.0000,405.0000,-10.1800,-994917.9046,0.0010
525,0.0000,405.0000,0.0000,605.0000,192.4500,130.2678,0.0000,101.0000,203.0000,303.0000,405.0000,0.1400,13990.2069,0.0010
526,0.0000,405.0000,0.0000,605.0000,201.4700,128.6799,0.0000,101.7500,203.0000,303.0000,405.0000,-9.0200,-902902.9029,0.0010
527,0.0000,406.0000,0.0000,605.0000,222.4800,120.0726,0.0000,201.0000,204.0000,304.0000,406.0000,-21.0100,-2100159.9360,0.0010
528,0.0000,406.0000,0.0000,605.0000,200.4300,112.2603,0.0000,103.0000,203.0000,302.2500,406.0000,22.0500,Infinity,0.0000
529,0.0000,405.0000,0.0000,605.0000,190.4700,122.9482,0.0000,101.0000,204.0000,303.0000,405.0000,9.9600,994905.6038,0.0010
530,0.0000,501.0000,0.0000,605.0000,209.4400,131.4668,0.0000,101.0000,204.0000,304.0000,501.0000,-18.9700,-1894915.5928,0.0010
531,0.0000,501.0000,0.0000,605.0000,203.5100,124.6323,0.0000,101.0000,204.0000,303.0000,501.0000,5.9300,Infinity,0.0000
532,0.0000,404.0000,0.0000,605.0000,189.6000,118.8486,0.0000,102.0000,203.0000,302.2500,404.0000,13.9100,1394486.2155,0.0010
533,0.0000,506.0000,0.0000,605.0000,187.8000,114.4807,0.0000,103.0000,203.0000,229.7500,506.0000,1.8000,179766.3038,0.0010
534,0.0000,506.0000,0.0000,605.0000,189.8900,117.2745,0.0000,102.7500,203.5000,302.0000,506.0000,-2.0900,-Infinity,0.0000
535,0.0000,403.0000,0.0000,605.0000,191.8600,104.7340,0.0000,104.7500,203.0000,302.0000,403.0000,-1.9700,-197295.9439,0.0010
536,0.0000,502.0000,0.0000,605.0000,210.8900,115.1787,0.0000,177.2500,204.0000,303.0000,502.0000,-19.0300,-1903190.3190,0.0010
537,0.0000,405.0000,0.0000,605.0000,190.9300,113.4267,0.0000,104.0000,204.0000,302.0000,405.0000,19.9600,Infinity,0.0000
538,0.0000,505.0000,0.0000,605.0000,202.8700,133.5337,0.0000,102.7500,204.0000,303.0000,505.0000,-11.9400,-1194238.8478,0.0010
539,0.0000,404.0000,0.0000,605.0000,189.8300,112.1602,0.0000,102.7500,204.0000,303.0000,404.0000,13.0400,1302567.1761,0.0010
540,0.0000,403.0000,0.0000,605.0000,192.5400,121.2993,0.0000,102.0000,203.0000,303.0000,403.0000,-2.7100,-Infinity,0.0000
541,0.0000,404.0000,0.0000,605.0000,182.6200,121.8775,0.0000,102.0000,203.0000,303.0000,404.0000,9.9200,991504.2479,0.0010
542,0.0000,405.0000,0.0000,605.0000,204.0400,122.3683,0.0000,103.0000,204.0000,304.0000,405.0000,-21.4200,-2143929.5366,0.0010
543,0.0000,405.0000,0.0000,605.0000,202.0800,113.7642,0.0000,104.0000,204.0000,303.0000,405.0000,1.9600,Infinity,0.0000
544,0.0000,404.0000,0.0000,605.0000,212.0500,115.1225,0.0000,177.2500,205.0000,303.2500,404.0000,-9.9700,-997898.1083,0.0010
545,0.0000,407.0000,0.0000,605.0000,209.0200,129.2100,0.0000,102.0000,204.0000,304.0000,407.0000,3.0300,302818.3090,0.0010
546,0.0000,405.0000,0.0000,605.0000,207.8700,124.6672,0.0000,102.0000,205.0000,304.0000,405.0000,1.1500,Infinity,0.0000
547,0.0000,504.0000,0.0000,605.0000,207.8300,124.7235,0.0000,102.7500,205.0000,303.0000,504.0000,0.0400,3976.5384,0.0010
548,0.0000,405.0000,0.0000,605.0000,209.9300,123.5762,0.0000,104.7500,204.0000,303.2500,405.0000,-2.1000,-209706.4110,0.0010
549,0.0000,502.0000,0.0000,605.0000,222.8100,127.4136,0.0000,103.7500,205.5000,304.0000,502.0000,-12.8800,-Infinity,0.0000
550,0.0000,504.0000,0.0000,605.0000,224.5300,135.3122,0.0000,104.0000,206.5000,304.0000,504.0000,-1.7200,-172000.0000,0.0010
551,0.0000,406.0000,0.0000,605.0000,210.5500,117.9818,0.0000,104.0000,205.0000,303.0000,406.0000,13.9800,1400100.1502,0.0010
552,0.0000,404.0000,0.0000,605.0000,224.8900,118.1247,0.0000,202.0000,205.0000,304.0000,404.0000,-14.3400,-Infinity,0.0000
553,0.0000,403.0000,0.0000,605.0000,203.5400,120.5090,0.0000,103.7500,203.0000,303.0000,403.0000,21.3500,2135854.3417,0.0010
554,0.0000,502.0000,0.0000,605.0000,214.6700,131.2882,0.0000,103.0000,204.0000,303.0000,502.0000,-11.1300,-1112777.4445,0.0010
555,0.0000,503.0000,0.0000,605.0000,186.3300,131.1550,0.0000,101.0000,203.0000,302.0000,503.0000,28.3400,Infinity,0.0000
556,0.0000,503.0000,0.0000,605.0000,194.4700,123.1357,0.0000,102.0000,204.0000,303.0000,503.0000,-8.1400,-814000.0000,0.0010
557,0.0000,407.0000,0.0000,605.0000,196.4400,123.4278,0.0000,101.7500,203.0000,303.0000,407.0000,-1.9700,-Infinity,0.0000
558,0.0000,406.0000,0.0000,605.0000,205.6800,123.0375,0.0000,103.0000,204.0000,304.0000,406.0000,-9.2400,-924554.7328,0.0010
559,0.0000,406.0000,0.0000,605.0000,211.8400,131.4569,0.0000,102.0000,204.0000,304.0000,406.0000,-6.1600,-615138.8057,0.0010
560,0.0000,503.0000,0.0000,605.0000,209.7900,121.1894,0.0000,104.0000,204.0000,304.0000,503.0000,2.0500,Infinity,0.0000
561,0.0000,503.0000,0.0000,605.0000,202.8300,127.3719,0.0000,103.7500,203.0000,304.0000,503.0000,6.9600,697115.3846,0.0010
562,0.0000,404.0000,0.0000,605.0000,194.7900,105.3232,0.0000,103.7500,203.0000,302.0000,404.0000,8.0400,Infinity,0.0000
563,0.0000,405.0000,0.0000,605.0000,193.5900,111.4909,0.0000,102.7500,203.0000,302.0000,405.0000,1.2000,119988.0012,0.0010
564,0.0000,405.0000,0.0000,605.0000,196.7400,119.1112,0.0000,102.7500,203.0000,303.0000,405.0000,-3.1500,-Infinity,0.0000
565,0.0000,406.0000,0.0000,605.0000,203.4900,127.8382,0.0000,102.7500,204.0000,303.0000,406.0000,-6.7500,-673921.7252,0.0010
566,0.0000,501.0000,0.0000,605.0000,189.4000,123.7498,0.0000,102.0000,203.0000,302.0000,501.0000,14.0900,1408436.6253,0.0010
567,0.0000,404.0000,0.0000,605.0000,190.4900,123.5663,0.0000,102.0000,203.0000,302.2500,404.0000,-1.0900,-Infinity,0.0000
568,0.0000,405.0000,0.0000,605.0000,182.6500,120.0963,0.0000,102.0000,202.0000,302.0000,405.0000,7.8400,783216.7832,0.0010
569,0.0000,502.0000,0.0000,605.0000,186.6700,118.1523,0.0000,102.7500,203.0000,303.0000,502.0000,-4.0200,-Infinity,0.0000
570,0.0000,501.0000,0.0000,605.0000,197.6800,123.7207,0.0000,103.0000,203.0000,303.0000,501.0000,-11.0100,-732096.5490,0.0015
571,0.0000,404.0000,0.0000,605.0000,196.6500,112.9278,0.0000,103.7500,203.0000,302.0000,404.0000,1.0300,102355.1625,0.0010
572,0.0000,501.0000,0.0000,605.0000,209.6300,131.5711,0.0000,103.0000,204.0000,304.0000,501.0000,-12.9800,-Infinity,0.0000
573,0.0000,504.0000,0.0000,605.0000,188.5900,127.4498,0.0000,102.5000,203.0000,302.2500,504.0000,21.0400,2105895.3058,0.0010
574,0.0000,504.0000,0.0000,605.0000,188.7000,138.8247,0.0000,3.7500,204.0000,303.0000,504.0000,-0.1100,-Infinity,0.0000
575,0.0000,406.0000,0.0000,605.0000,190.7700,125.3845,0.0000,102.0000,204.0000,303.0000,406.0000,-2.0700,-206834.5324,0.0010
576,0.0000,405.0000,0.0000,605.0000,178.7600,117.9124,0.0000,101.0000,203.0000,303.0000,405.0000,12.0100,1200519.7921,0.0010
577,0.0000,408.0000,0.0000,605.0000,176.8900,116.7194,0.0000,101.7500,203.0000,303.0000,408.0000,1.8700,Infinity,0.0000
578,0.0000,503.0000,0.0000,605.0000,186.9600,116.7315,0.0000,102.0000,203.5000,303.0000,503.0000,-10.0700,-1007705.3938,0.0010
579,0.0000,505.0000,0.0000,605.0000,191.9700,115.7283,0.0000,103.0000,204.0000,302.2500,505.0000,-5.0100,-501200.4802,0.0010
580,0.0000,406.0000,0.0000,605.0000,196.0000,107.9326,0.0000,103.0000,204.0000,303.0000,406.0000,-4.0300,-Infinity,0.0000
581,0.0000,406.0000,0.0000,605.0000,192.7900,112.7854,0.0000,102.7500,204.0000,303.0000,406.0000,3.2100,321257.0056,0.0010
582,0.0000,502.0000,0.0000,605.0000,188.8100,124.9159,0.0000,102.0000,203.0000,302.2500,502.0000,3.9800,397324.5483,0.0010
583,0.0000,503.0000,0.0000,605.0000,196.8000,123.3465,0.0000,102.0000,203.0000,303.0000,503.0000,-7.9900,-Infinity,0.0000
584,0.0000,503.0000,0.0000,605.0000,193.7100,121.8122,0.0000,102.0000,203.0000,303.0000,503.0000,3.0900,308475.5915,0.0010
585,0.0000,502.0000,0.0000,605.0000,197.7900,122.9703,0.0000,103.0000,203.0000,303.0000,502.0000,-4.0800,-409063.5653,0.0010
586,0.0000,502.0000,0.0000,605.0000,192.5500,118.6734,0.0000,102.0000,203.0000,302.2500,502.0000,5.2400,Infinity,0.0000
587,0.0000,502.0000,0.0000,605.0000,195.6900,124.4982,0.0000,102.0000,203.5000,303.0000,502.0000,-3.1400,-313968.6031,0.0010
588,0.0000,502.0000,0.0000,605.0000,193.5500,129.0253,0.0000,102.0000,203.0000,303.0000,502.0000,2.1400,Infinity,0.0000
589,0.0000,407.0000,0.0000,605.0000,202.8200,116.8196,0.0000,103.7500,204.0000,303.0000,407.0000,-9.2700,-925242.0401,0.0010
590,0.0000,406.0000,0.0000,605.0000,211.8300,120.8995,0.0000,104.0000,204.0000,303.0000,406.0000,-9.0100,-902172.8247,0.0010
591,0.0000,404.0000,0.0000,605.0000,209.9700,116.0611,0.0000,104.7500,204.0000,303.2500,404.0000,1.8600,Infinity,0.0000
592,0.0000,503.0000,0.0000,605.0000,222.7000,127.2963,0.0000,102.7500,205.0000,304.0000,503.0000,-12.7300,-1273000.0000,0.0010
593,0.0000,405.0000,0.0000,605.0000,198.5200,126.7548,0.0000,101.0000,204.0000,303.0000,405.0000,24.1800,2418241.8242,0.0010
594,0.0000,407.0000,0.0000,605.0000,182.5600,129.7962,0.0000,101.0000,203.0000,303.0000,407.0000,15.9600,1594724.2206,0.0010
595,0.0000,502.0000,0.0000,605.0000,183.5400,125.3393,0.0000,101.7500,203.0000,302.0000,502.0000,-0.9800,-Infinity,0.0000
596,0.0000,405.0000,0.0000,605.0000,185.5800,123.4805,0.0000,101.7500,203.0000,303.0000,405.0000,-2.0400,-202622.1692,0.0010
597,0.0000,405.0000,0.0000,605.0000,178.5500,118.4688,0.0000,101.0000,202.0000,303.0000,405.0000,7.0300,704620.6274,0.0010
598,0.0000,503.0000,0.0000,605.0000,191.5700,124.7650,0.0000,102.7500,203.0000,303.0000,503.0000,-13.0200,-Infinity,0.0000
599,0.0000,503.0000,0.0000,605.0000,206.7500,121.4671,0.0000,103.0000,204.0000,303.0000,503.0000,-15.1800,-1517241.3793,0.0010
600,0.0000,405.0000,0.0000,605.0000,218.6800,112.6075,0.0000,176.5000,204.0000,303.0000,405.0000,-11.9300,-1189787.5736,0.0010
601,0.0000,503.0000,0.0000,605.0000,205.8400,116.9477,0.0000,104.0000,204.0000,303.0000,503.0000,12.8400,Infinity,0.0000
602,0.0000,504.0000,0.0000,605.0000,188.5400,125.6720,0.0000,102.0000,202.0000,302.2500,504.0000,17.3000,1730865.4327,0.0010
603,0.0000,404.0000,0.0000,605.0000,170.5700,111.2070,0.0000,101.7500,202.0000,205.0000,404.0000,17.9700,1798078.8473,0.0010
604,0.0000,404.0000,0.0000,605.0000,197.2700,121.1870,0.0000,102.0000,203.0000,303.0000,404.0000,-26.7000,-Infinity,0.0000
605,0.0000,403.0000,0.0000,605.0000,199.3700,111.4872,0.0000,103.7500,203.0000,302.0000,403.0000,-2.1000,-209958.0084,0.0010
606,0.0000,503.0000,0.0000,605.0000,215.5500,119.4848,0.0000,105.0000,203.0000,303.0000,503.0000,-16.1800,-1616706.6347,0.0010
607,0.0000,503.0000,0.0000,605.0000,204.5000,118.3304,0.0000,103.7500,203.0000,302.0000,503.0000,11.0500,1107214.4289,0.0010
608,0.0000,404.0000,0.0000,605.0000,198.5500,115.5978,0.0000,102.7500,204.0000,303.0000,404.0000,5.9500,594583.7913,0.0010
609,0.0000,504.0000,0.0000,605.0000,219.5200,126.4415,0.0000,103.0000,204.0000,303.0000,504.0000,-20.9700,-2091979.2498,0.0010
610,0.0000,404.0000,0.0000,605.0000,213.9100,124.7465,0.0000,104.0000,204.0000,304.0000,404.0000,5.6100,Infinity,0.0000
611,0.0000,504.0000,0.0000,605.0000,225.8700,131.7183,0.0000,105.7500,205.0000,304.0000,504.0000,-11.9600,-1197796.6950,0.0010
612,0.0000,405.0000,0.0000,605.0000,210.8800,131.1820,0.0000,102.0000,205.0000,304.0000,405.0000,14.9900,1502004.0080,0.0010
613,0.0000,404.0000,0.0000,605.0000,186.8200,123.2854,0.0000,102.5000,203.0000,303.0000,404.0000,24.0600,Infinity,0.0000
614,0.0000,406.0000,0.0000,605.0000,207.9800,121.2853,0.0000,103.7500,204.0000,303.2500,406.0000,-21.1600,-2113886.1139,0.0010
615,0.0000,405.0000,0.0000,605.0000,208.8300,118.3353,0.0000,103.7500,204.0000,303.0000,405.0000,-0.8500,-85025.5077,0.0010
616,0.0000,405.0000,0.0000,605.0000,204.7800,118.4386,0.0000,102.0000,204.0000,303.0000,405.0000,4.0500,Infinity,0.0000
617,0.0000,405.0000,0.0000,605.0000,205.7200,117.0004,0.0000,103.0000,203.0000,303.0000,405.0000,-0.9400,-74894.4307,0.0013
618,0.0000,502.0000,0.0000,605.0000,214.8500,130.7994,0.0000,102.0000,204.0000,305.0000,502.0000,-9.1300,-910269.1924,0.0010
619,0.0000,503.0000,0.0000,605.0000,217.1000,133.7409,0.0000,102.0000,204.5000,305.0000,503.0000,-2.2500,-Infinity,0.0000
620,0.0000,504.0000,0.0000,605.0000,198.8300,123.4485,0.0000,103.0000,203.0000,304.0000,504.0000,18.2700,1834153.1975,0.0010
621,0.0000,406.0000,0.0000,605.0000,208.6900,128.8821,0.0000,102.7500,203.0000,304.0000,406.0000,-9.8600,-984523.2152,0.0010
622,0.0000,406.0000,0.0000,605.0000,199.7100,118.0769,0.0000,102.0000,203.0000,303.0000,406.0000,8.9800,Infinity,0.0000
623,0.0000,406.0000,0.0000,605.0000,189.6500,127.5030,0.0000,101.7500,202.5000,304.0000,406.0000,10.0600,1007511.2669,0.0010
624,0.0000,405.0000,0.0000,605.0000,198.6900,117.6438,0.0000,102.7500,203.0000,303.0000,405.0000,-9.0400,-903277.3781,0.0010
625,0.0000,504.0000,0.0000,605.0000,193.7600,120.1545,0.0000,103.0000,203.0000,303.0000,504.0000,4.9300,Infinity,0.0000
626,0.0000,502.0000,0.0000,605.0000,208.9900,126.7086,0.0000,104.0000,204.0000,304.0000,502.0000,-15.2300,-1521326.5408,0.0010
627,0.0000,503.0000,0.0000,605.0000,210.8000,127.9609,0.0000,105.0000,204.0000,303.0000,503.0000,-1.8100,-181199.3193,0.0010
628,0.0000,504.0000,0.0000,605.0000,190.6800,131.6030,0.0000,102.0000,202.5000,303.0000,504.0000,20.1200,Infinity,0.0000
629,0.0000,505.0000,0.0000,605.0000,188.6200,133.7553,0.0000,101.7500,203.0000,302.0000,505.0000,2.0600,206123.6742,0.0010
630,0.0000,405.0000,0.0000,605.0000,186.6100,128.1046,0.0000,101.0000,203.0000,303.0000,405.0000,2.0100,200658.8799,0.0010
631,0.0000,405.0000,0.0000,605.0000,191.5400,120.0924,0.0000,102.0000,203.0000,303.0000,405.0000,-4.9300,-493987.9760,0.0010
632,0.0000,404.0000,0.0000,605.0000,189.5100,122.4315,0.0000,101.0000,203.0000,303.0000,404.0000,2.0300,Infinity,0.0000
633,0.0000,404.0000,0.0000,605.0000,187.7100,122.1209,0.0000,101.7500,203.0000,303.0000,404.0000,1.8000,179838.1457,0.0010
634,0.0000,404.0000,0.0000,605.0000,181.5900,116.2185,0.0000,101.0000,203.0000,303.0000,404.0000,6.1200,611144.3978,0.0010
635,0.0000,504.0000,0.0000,605.0000,190.5300,124.7067,0.0000,101.0000,204.0000,303.0000,504.0000,-8.9400,-894000.0000,0.0010
636,0.0000,405.0000,0.0000,605.0000,196.6900,130.6979,0.0000,101.0000,204.0000,303.0000,405.0000,-6.1600,-Infinity,0.0000
637,0.0000,405.0000,0.0000,605.0000,183.6200,123.3038,0.0000,101.0000,203.0000,303.0000,405.0000,13.0700,1307915.5409,0.0010
638,0.0000,502.0000,0.0000,605.0000,200.7400,128.2419,0.0000,102.0000,203.5000,303.0000,502.0000,-17.1200,-1712856.4282,0.0010
639,0.0000,502.0000,0.0000,605.0000,200.5800,125.2016,0.0000,101.0000,203.0000,303.2500,502.0000,0.1600,Infinity,0.0000
640,0.0000,503.0000,0.0000,605.0000,189.6700,124.6975,0.0000,102.0000,202.5000,303.0000,503.0000,10.9100,1084277.4796,0.0010
641,0.0000,404.0000,0.0000,605.0000,199.4400,127.6962,0.0000,101.0000,203.0000,303.0000,404.0000,-9.7700,-976316.5784,0.0010
642,0.0000,405.0000,0.0000,605.0000,194.5400,128.0615,0.0000,102.0000,203.0000,303.2500,405.0000,4.9000,489021.9561,0.0010
643,0.0000,501.0000,0.0000,605.0000,193.4900,121.7580,0.0000,102.0000,203.0000,302.2500,501.0000,1.0500,Infinity,0.0000
644,0.0000,404.0000,0.0000,605.0000,192.4900,119.5925,0.0000,102.0000,203.0000,302.2500,404.0000,1.0000,100210.4419,0.0010
645,0.0000,501.0000,0.0000,605.0000,200.5100,115.8486,0.0000,102.7500,203.0000,303.0000,501.0000,-8.0200,-400779.5712,0.0030
646,0.0000,502.0000,0.0000,605.0000,211.7100,129.8419,0.0000,102.0000,204.0000,303.2500,502.0000,-11.2000,-1113320.0795,0.0000
647,0.0000,503.0000,0.0000,605.0000,218.6600,121.3815,0.0000,200.7500,204.0000,303.2500,503.0000,-6.9500,-698632.8910,0.0010
648,0.0000,405.0000,0.0000,605.0000,191.7400,125.8020,0.0000,102.0000,204.0000,303.0000,405.0000,26.9200,Infinity,0.0000
649,0.0000,405.0000,0.0000,605.0000,189.4200,133.9490,0.0000,101.0000,203.0000,303.0000,405.0000,2.3200,231745.0804,0.0010
650,0.0000,503.0000,0.0000,605.0000,218.5800,134.9666,0.0000,102.7500,204.0000,304.0000,503.0000,-29.1600,-2919795.7345,0.0010
651,0.0000,405.0000,0.0000,605.0000,200.7700,120.8966,0.0000,103.0000,203.5000,303.0000,405.0000,17.8100,Infinity,0.0000
652,0.0000,503.0000,0.0000,605.0000,204.7100,124.1451,0.0000,103.0000,204.0000,303.0000,503.0000,-3.9400,-393960.6039,0.0010
653,0.0000,405.0000,0.0000,605.0000,191.3100,124.9419,0.0000,101.7500,203.0000,303.0000,405.0000,13.4000,Infinity,0.0000
654,0.0000,405.0000,0.0000,605.0000,208.6700,127.2202,0.0000,103.5000,204.0000,303.0000,405.0000,-17.3600,-1734959.0246,0.0010
655,0.0000,503.0000,0.0000,605.0000,209.6400,120.2627,0.0000,200.7500,204.0000,302.2500,503.0000,-0.9700,-97097.0971,0.0010
656,0.0000,405.0000,0.0000,605.0000,217.6700,126.9557,0.0000,102.7500,205.0000,304.0000,405.0000,-8.0300,-Infinity,0.0000
657,0.0000,406.0000,0.0000,605.0000,194.5900,133.6289,0.0000,100.0000,204.0000,304.0000,406.0000,23.0800,2302933.5462,0.0010
658,0.0000,503.0000,0.0000,605.0000,191.7700,130.4809,0.0000,103.0000,203.0000,304.0000,503.0000,2.8200,282084.6254,0.0010
659,0.0000,505.0000,0.0000,605.0000,189.7700,127.4455,0.0000,101.0000,203.0000,303.2500,505.0000,2.0000,Infinity,0.0000
660,0.0000,502.0000,0.0000,605.0000,215.8300,125.5399,0.0000,104.0000,204.0000,303.2500,502.0000,-26.0600,-2368014.5388,0.0011
661,0.0000,501.0000,0.0000,605.0000,209.5700,132.9807,0.0000,102.0000,204.0000,304.0000,501.0000,6.2600,Infinity,0.0000
662,0.0000,502.0000,0.0000,605.0000,211.5600,128.2171,0.0000,103.7500,204.0000,304.0000,502.0000,-1.9900,-199318.9103,0.0010
663,0.0000,502.0000,0.0000,605.0000,203.5700,132.5178,0.0000,102.7500,203.0000,303.2500,502.0000,7.9900,Infinity,0.0000
664,0.0000,504.0000,0.0000,605.0000,194.6000,129.5632,0.0000,102.0000,203.0000,303.2500,504.0000,8.9700,896462.1227,0.0010
665,0.0000,503.0000,0.0000,605.0000,213.8800,134.2487,0.0000,104.0000,204.5000,304.0000,503.0000,-19.2800,-Infinity,0.0000
666,0.0000,408.0000,0.0000,605.0000,182.6900,133.5399,0.0000,101.0000,203.0000,303.0000,408.0000,31.1900,3123372.7218,0.0010
667,0.0000,408.0000,0.0000,605.0000,170.5500,119.1658,0.0000,101.0000,202.0000,301.2500,408.0000,12.1400,Infinity,0.0000
668,0.0000,503.0000,0.0000,605.0000,199.6700,132.6216,0.0000,102.0000,203.0000,304.0000,503.0000,-29.1200,-2911126.6620,0.0010
669,0.0000,503.0000,0.0000,605.0000,219.7400,136.0388,0.0000,102.0000,204.0000,304.0000,503.0000,-20.0700,-Infinity,0.0000
670,0.0000,404.0000,0.0000,605.0000,191.5100,132.7292,0.0000,101.0000,203.0000,303.0000,404.0000,28.2300,2816241.0215,0.0010
671,0.0000,406.0000,0.0000,605.0000,199.7600,129.2830,0.0000,102.0000,203.5000,303.2500,406.0000,-8.2500,-826156.6193,0.0010
672,0.0000,503.0000,0.0000,605.0000,196.3800,120.7091,0.0000,102.0000,203.0000,303.0000,503.0000,3.3800,Infinity,0.0000
673,0.0000,501.0000,0.0000,605.0000,192.5500,121.2584,0.0000,103.0000,203.0000,302.2500,501.0000,3.8300,383153.2613,0.0010
674,0.0000,502.0000,0.0000,605.0000,203.7600,123.0138,0.0000,102.7500,204.0000,303.2500,502.0000,-11.2100,-Infinity,0.0000
675,0.0000,503.0000,0.0000,605.0000,208.7700,132.8519,0.0000,102.0000,204.0000,304.0000,503.0000,-5.0100,-500199.6805,0.0010
676,0.0000,503.0000,0.0000,605.0000,196.5500,129.0648,0.0000,101.0000,204.0000,303.0000,503.0000,12.2200,Infinity,0.0000
677,0.0000,404.0000,0.0000,605.0000,197.5500,130.9325,0.0000,102.0000,203.0000,303.0000,404.0000,-1.0000,-100020.0040,0.0010
678,0.0000,406.0000,0.0000,605.0000,186.6000,133.5155,0.0000,101.0000,202.0000,303.0000,406.0000,10.9500,Infinity,0.0000
679,0.0000,405.0000,0.0000,605.0000,182.4600,114.9825,0.0000,102.0000,202.5000,302.0000,405.0000,4.1400,413751.7490,0.0010
680,0.0000,404.0000,0.0000,605.0000,158.3900,110.9382,0.0000,100.7500,201.0000,205.0000,404.0000,24.0700,Infinity,0.0000
681,0.0000,404.0000,0.0000,605.0000,186.6400,112.8409,0.0000,102.7500,203.0000,302.0000,404.0000,-28.2500,-2825000.0000,0.0010
